COD_UNICO_ENDERECO;COD_UF;COD_MUNICIPIO;COD_DISTRITO;COD_SUBDISTRITO;COD_SETOR;NUM_QUADRA;NUM_FACE;CEP;DSC_LOCALIDADE;NOM_TIPO_SEGLOGR;NOM_TITULO_SEGLOGR;NOM_SEGLOGR;NUM_ENDERECO;DSC_MODIFICADOR;NOM_COMP_ELEM1;VAL_COMP_ELEM1;NOM_COMP_ELEM2;VAL_COMP_ELEM2;NOM_COMP_ELEM3;VAL_COMP_ELEM3;NOM_COMP_ELEM4;VAL_COMP_ELEM4;NOM_COMP_ELEM5;VAL_COMP_ELEM5;LATITUDE;LONGITUDE;NV_GEO_COORD;COD_ESPECIE;DSC_ESTABELECIMENTO;COD_INDICADOR_ESTAB_ENDERECO;COD_INDICADOR_CONST_ENDERECO;COD_INDICADOR_FINALIDADE_CONST;COD_TIPO_ESPECI
213477626;43;4309803;430980305;43098030500;430980305000004P;0;79;99940000;LINHA MAITO;RODOVIA;;RS 467;0;SN;;;;;;;;;;;-28.035475;-51.792300;1;1;;;;;101
209332013;43;4309803;430980310;43098031000;430980310000001P;1;1;99943000;RIO TELHA;RUA;;A;0;SN;;;;;;;;;;;-28.135502;-51.860813;1;8;CAPELA;2;;;
72782425;43;4309803;430980305;43098030500;430980305000002P;12;3;99940000;CENTRO;RUA;;DO INTERVENTOR;115;;;;;;;;;;;;-28.058203;-51.853104;1;1;;;;;101
208076235;43;4309803;430980315;43098031500;430980315000001P;3;6;99945000;VILA VITORIA;RUA;;A;0;SN;;;;;;;;;;;-28.176545;-51.759979;1;1;;;;;101
224368475;43;4309803;430980305;43098030500;430980305000009P;27;7;99940000;CENTRO;RUA;;DOZE;0;SN;;;;;;;;;;;-28.045602;-51.855018;1;1;;;;;101
72781525;43;4309803;430980305;43098030500;430980305000009P;3;3;99940000;CENTRO;RUA;;DEZENOVE;318;;;;;;;;;;;;-28.052165;-51.852121;1;1;;;;;101
110212264;43;4309803;430980305;43098030500;430980305000004P;0;79;99940000;LINHA MAITO;RODOVIA;;RS 467;0;SN;;;;;;;;;;;-28.043022;-51.801682;1;3;;1;;;
110212264;43;4309803;430980305;43098030500;430980305000004P;0;79;99940000;LINHA MAITO;RODOVIA;;RS 467;0;SN;;;;;;;;;;;-28.043022;-51.801682;1;1;;;;;101
108847293;43;4309803;430980305;43098030500;430980305000002P;17;3;99940000;CENTRO;RUA;MARECHAL;DEODORO DA FONSECA;157;;;;;;;;;;;;-28.060154;-51.854354;1;1;;;;;101
213477674;43;4309803;430980305;43098030500;430980305000004P;0;101;99940000;LINHA BUTIA;ESTRADA;;BUTIA ALTO A MAITOS;0;SN;;;;;;;;;;;-28.028287;-51.811637;1;3;PROPRIEDAFE MASO;1;;;
213477674;43;4309803;430980305;43098030500;430980305000004P;0;101;99940000;LINHA BUTIA;ESTRADA;;BUTIA ALTO A MAITOS;0;SN;;;;;;;;;;;-28.028287;-51.811637;1;1;;;;;101
209332057;43;4309803;430980310;43098031000;430980310000001P;2;1;99943000;RIO TELHA;RUA;;B;0;SN;;;;;;;;;;;-28.139838;-51.858986;1;1;;;;;101
110212263;43;4309803;430980305;43098030500;430980305000004P;0;79;99940000;LINHA MAITO;RODOVIA;;RS 467;0;SN;;;;;;;;;;;-28.034743;-51.791373;1;1;;;;;101
110212263;43;4309803;430980305;43098030500;430980305000004P;0;79;99940000;LINHA MAITO;RODOVIA;;RS 467;0;SN;;;;;;;;;;;-28.034743;-51.791373;1;3;;1;;;
72781548;43;4309803;430980305;43098030500;430980305000009P;5;2;99940000;CENTRO;RUA;;NOVA FIUME;29;;;;;;;;;;;;-28.054076;-51.852415;1;1;;;;;101
72781552;43;4309803;430980305;43098030500;430980305000009P;5;2;99940000;CENTRO;RUA;;NOVA FIUME;71;;;;;;;;;;;;-28.054524;-51.852663;1;1;;;;;101
224368102;43;4309803;430980305;43098030500;430980305000009P;4;5;99940000;CENTRO;RUA;;NOVA FIUME;0;SN;;;;;;;;;;;-28.053758;-51.852498;1;6;SALAO DE FESTA;1;;;
72781550;43;4309803;430980305;43098030500;430980305000009P;5;2;99940000;CENTRO;RUA;;NOVA FIUME;45;;;;;;;;;;;;-28.054236;-51.852523;1;1;;;;;101
110212262;43;4309803;430980305;43098030500;430980305000004P;0;79;99940000;LINHA MAITO;RODOVIA;;RS 467;0;SN;;;;;;;;;;;-28.043053;-51.801701;1;3;;1;;;
209332040;43;4309803;430980310;43098031000;430980310000001P;2;1;99943000;RIO TELHA;RUA;;B;0;SN;;;;;;;;;;;-28.138330;-51.859985;1;1;;;;;101
209332040;43;4309803;430980310;43098031000;430980310000001P;2;1;99943000;RIO TELHA;RUA;;B;0;SN;;;;;;;;;;;-28.138330;-51.859985;1;3;GRANJA;1;;;
72782979;43;4309803;430980305;43098030500;430980305000004P;0;79;99940000;LINHA MAITO;RODOVIA;;RS 467;0;SN;;;;;;;;;;;-28.036574;-51.795018;1;3;ANTIGO PARQUE DE RODEIOS;1;;;
108847221;43;4309803;430980305;43098030500;430980305000002P;2;6;99940000;CENTRO;RUA;;DO INTERVENTOR;0;SN;;;;;;;;;;;-28.059181;-51.851016;1;1;;;;;101
72782426;43;4309803;430980305;43098030500;430980305000002P;12;3;99940000;CENTRO;RUA;;DO INTERVENTOR;133;;;;;;;;;;;;-28.058059;-51.853264;1;1;;;;;101
72782428;43;4309803;430980305;43098030500;430980305000002P;12;3;99940000;CENTRO;RUA;;DO INTERVENTOR;173;;;;;;;;;;;;-28.057937;-51.853738;1;1;;;;;101
209332064;43;4309803;430980310;43098031000;430980310000001P;2;1;99943000;RIO TELHA;RUA;;B;0;SN;;;;;;;;;;;-28.139427;-51.859014;1;1;;;;;101
224368476;43;4309803;430980305;43098030500;430980305000009P;27;7;99940000;CENTRO;RUA;;DOZE;0;SN;;;;;;;;;;;-28.046167;-51.854510;1;1;;;;;101
72781551;43;4309803;430980305;43098030500;430980305000009P;5;2;99940000;CENTRO;RUA;;NOVA FIUME;61;;;;;;;;;;;;-28.054356;-51.852578;1;1;;;;;101
213477630;43;4309803;430980305;43098030500;430980305000004P;0;79;99940000;LINHA MAITO;RODOVIA;;RS 467;0;SN;;;;;;;;;;;-28.042954;-51.802038;1;1;;;;;101
209332047;43;4309803;430980310;43098031000;430980310000001P;2;1;99943000;RIO TELHA;RUA;;B;0;SN;;;;;;;;;;;-28.139317;-51.859037;1;1;;;;;101
72781547;43;4309803;430980305;43098030500;430980305000009P;5;2;99940000;CENTRO;RUA;;NOVA FIUME;21;;;;;;;;;;;;-28.053953;-51.852369;1;1;;;;;101
108847222;43;4309803;430980305;43098030500;430980305000002P;2;6;99940000;CENTRO;RUA;;DO INTERVENTOR;0;SN;;;;;;;;;;;-28.059212;-51.850947;1;1;;;;;101
108847294;43;4309803;430980305;43098030500;430980305000002P;17;3;99940000;CENTRO;RUA;MARECHAL;DEODORO DA FONSECA;71;;;;;;;;;;;;-28.060061;-51.854616;1;1;;;;;101
72781875;43;4309803;430980305;43098030500;430980305000008P;15;36;99940000;CENTRO;RUA;;LUIS FEDERLE;57;;;;;;;;;;;;-28.053429;-51.865257;1;1;;;;;101
213477628;43;4309803;430980305;43098030500;430980305000004P;0;79;99940000;LINHA MAITO;RODOVIA;;RS 467;0;SN;;;;;;;;;;;-28.043636;-51.802007;1;1;;;;;101
72782429;43;4309803;430980305;43098030500;430980305000002P;12;3;99940000;CENTRO;RUA;;DO INTERVENTOR;408;;;;;;;;;;;;-28.057847;-51.853875;1;1;;;;;101
72781549;43;4309803;430980305;43098030500;430980305000009P;5;2;99940000;CENTRO;RUA;;NOVA FIUME;35;;;;;;;;;;;;-28.054167;-51.852436;1;1;;;;;101
224559842;43;4309803;430980305;43098030500;430980305000002P;12;3;99940000;CENTRO;RUA;;DO INTERVENTOR;0;SN;;;;;;;;;;;-28.058064;-51.853500;1;7;;;1;1;
209332091;43;4309803;430980310;43098031000;430980310000001P;2;5;99943000;RIO TELHA;RUA;;A;0;SN;;;;;;;;;;;-28.138541;-51.858238;1;1;;;;;101
209332091;43;4309803;430980310;43098031000;430980310000001P;2;5;99943000;RIO TELHA;RUA;;A;0;SN;;;;;;;;;;;-28.138541;-51.858238;1;3;COMUNIDADE;1;;;
72781874;43;4309803;430980305;43098030500;430980305000008P;15;36;99940000;CENTRO;RUA;;LUIS FEDERLE;45;;;;;;;;;;;;-28.053249;-51.865193;1;1;;;;;101
208076233;43;4309803;430980315;43098031500;430980315000001P;3;6;99945000;VILA VITORIA;RUA;;A;0;SN;;;;;;;;;;;-28.176561;-51.759739;1;1;;;;;101
224368101;43;4309803;430980305;43098030500;430980305000009P;3;3;99940000;CENTRO;RUA;;DEZENOVE;282;;;;;;;;;;;;-28.052237;-51.852475;1;1;;;;;101
213477675;43;4309803;430980305;43098030500;430980305000004P;0;101;99940000;LINHA BUTIA;ESTRADA;;BUTIA ALTO A MAITOS;0;SN;;;;;;;;;;;-28.028193;-51.811595;1;1;;;;;101
108847224;43;4309803;430980305;43098030500;430980305000002P;2;6;99940000;CENTRO;RUA;;DO INTERVENTOR;89;;MODULO;A;;;;;;;;;-28.058950;-51.851551;1;1;;;;;101
224368361;43;4309803;430980305;43098030500;430980305000009P;26;4;99940000;CENTRO;RUA;;HONORIO GIRARDI BRAMBATTI;10;;;;;;;;;;;;-28.050471;-51.853275;1;1;;;;;101
224368337;43;4309803;430980305;43098030500;430980305000009P;26;1;99940000;CENTRO;RUA;;DOZE;0;SN;;;;;;;;;;;-28.045736;-51.854842;1;1;;;;;101
72782031;43;4309803;430980305;43098030500;430980305000009P;26;1;99940000;CENTRO;RUA;;DOZE;0;SN;;;;;;;;;;;-28.044894;-51.855159;1;1;;;;;101
72782036;43;4309803;430980305;43098030500;430980305000009P;26;4;99940000;CENTRO;RUA;;HONORIO GIRARDI BRAMBATTI;54;;;;;;;;;;;;-28.050376;-51.853157;1;1;;;;;101
72782445;43;4309803;430980305;43098030500;430980305000002P;14;1;99940000;CENTRO;RUA;;DO INTERVENTOR;58;;;;;;;;;;;;-28.058589;-51.852738;1;1;;;;;101
72783659;43;4309803;430980315;43098031500;430980315000004P;0;3;99945000;SAGRADO MIGNONI;ESTRADA;SAGRADO;A LINHA MIGIMONI;0;SN;;;;;;;;;;;-28.194126;-51.737093;1;3;CASA;1;;;
72783659;43;4309803;430980315;43098031500;430980315000004P;0;3;99945000;SAGRADO MIGNONI;ESTRADA;SAGRADO;A LINHA MIGIMONI;0;SN;;;;;;;;;;;-28.194126;-51.737093;1;1;;;;;101
72783666;43;4309803;430980315;43098031500;430980315000004P;0;3;99945000;SAGRADO MIGNONI;ESTRADA;SAGRADO;A LINHA MIGIMONI;0;SN;;;;;;;;;;;-28.204216;-51.750893;1;3;CASA;1;;;
72783666;43;4309803;430980315;43098031500;430980315000004P;0;3;99945000;SAGRADO MIGNONI;ESTRADA;SAGRADO;A LINHA MIGIMONI;0;SN;;;;;;;;;;;-28.204216;-51.750893;1;1;;;;;101
72783674;43;4309803;430980315;43098031500;430980315000004P;0;3;99945000;SAGRADO MIGNONI;ESTRADA;SAGRADO;A LINHA MIGIMONI;0;SN;;;;;;;;;;;-28.200235;-51.749297;1;6;BAR;1;;;
72783674;43;4309803;430980315;43098031500;430980315000004P;0;3;99945000;SAGRADO MIGNONI;ESTRADA;SAGRADO;A LINHA MIGIMONI;0;SN;;;;;;;;;;;-28.200235;-51.749297;1;3;CASA;1;;;
72783681;43;4309803;430980315;43098031500;430980315000004P;0;3;99945000;SAGRADO MIGNONI;ESTRADA;SAGRADO;A LINHA MIGIMONI;0;SN;;;;;;;;;;;-28.210357;-51.730983;1;1;;;;;101
110212251;43;4309803;430980315;43098031500;430980315000004P;0;3;99945000;SAGRADO MIGNONI;ESTRADA;SAGRADO;A LINHA MIGIMONI;0;SN;;;;;;;;;;;-28.194839;-51.753200;1;3;;1;;;
110212252;43;4309803;430980315;43098031500;430980315000004P;0;3;99945000;SAGRADO MIGNONI;ESTRADA;SAGRADO;A LINHA MIGIMONI;0;SN;;;;;;;;;;;-28.204112;-51.742288;1;3;;1;;;
72782988;43;4309803;430980305;43098030500;430980305000004P;0;13;99940000;BUTIA ALTO;ESTRADA;;LINHA MAITO A BUTIA ALTO;0;SN;;;;;;;;;;;-28.032383;-51.808209;1;1;;;;;101
72782988;43;4309803;430980305;43098030500;430980305000004P;0;13;99940000;BUTIA ALTO;ESTRADA;;LINHA MAITO A BUTIA ALTO;0;SN;;;;;;;;;;;-28.032383;-51.808209;1;3;PRODUCAO DE GRAOS E LEITE;1;;;
213477588;43;4309803;430980305;43098030500;430980305000004P;0;13;99940000;BUTIA ALTO;ESTRADA;;LINHA MAITO A BUTIA ALTO;0;SN;;;;;;;;;;;-28.024819;-51.823640;1;1;;;;;101
72782783;43;4309803;430980305;43098030500;430980305000003P;19;2;99940000;CENTRO;RUA;;SANANDUVA;557;;;;;;;;;;;;-28.057752;-51.857757;1;1;;;;;101
72782444;43;4309803;430980305;43098030500;430980305000002P;14;1;99940000;CENTRO;RUA;;DO INTERVENTOR;1476;;;;;;;;;;;;-28.058505;-51.852968;1;1;;;;;101
72782877;43;4309803;430980305;43098030500;430980305000004P;0;1;99940000;TRES PINHEIROS;ESTRADA;;TRES PINHEIROS A IBIACA;0;SN;;;;;;;;;;;-28.114171;-51.770896;1;1;;;;;101
224368358;43;4309803;430980305;43098030500;430980305000009P;26;4;99940000;CENTRO;RUA;;HONORIO GIRARDI BRAMBATTI;0;SN;;;;;;;;;;;-28.050471;-51.853251;1;1;;;;;101
72782874;43;4309803;430980305;43098030500;430980305000004P;0;1;99940000;TRES PINHEIROS;ESTRADA;;TRES PINHEIROS A IBIACA;0;SN;;;;;;;;;;;-28.130236;-51.722720;1;1;;;;;101
72782785;43;4309803;430980305;43098030500;430980305000003P;19;2;99940000;CENTRO;RUA;;SANANDUVA;0;SN;;;;;;;;;;;-28.057854;-51.857448;1;6;MALHARIA FONTANA;1;;;
113128771;43;4309803;430980310;43098031000;430980310000002P;0;55;99943000;RIO TELHA;ESTRADA;;PULADOR RIO TELHA;0;SN;;;;;;;;;;;-28.106120;-51.870149;1;3;;1;;;
72782993;43;4309803;430980305;43098030500;430980305000004P;0;13;99940000;BUTIA ALTO;ESTRADA;;LINHA MAITO A BUTIA ALTO;0;SN;;;;;;;;;;;-28.028333;-51.818979;1;1;;;;;101
72782993;43;4309803;430980305;43098030500;430980305000004P;0;13;99940000;BUTIA ALTO;ESTRADA;;LINHA MAITO A BUTIA ALTO;0;SN;;;;;;;;;;;-28.028333;-51.818979;1;3;PRODUCAO DE MILHO SOJA;1;;;
72782787;43;4309803;430980305;43098030500;430980305000003P;19;2;99940000;CENTRO;RUA;;SANANDUVA;511;;ANEXO;;;;;;;;;;-28.057823;-51.857313;1;6;CONSULTORIO ODONTOLOGICO;1;;;
72782876;43;4309803;430980305;43098030500;430980305000004P;0;1;99940000;TRES PINHEIROS;ESTRADA;;TRES PINHEIROS A IBIACA;0;SN;;;;;;;;;;;-28.129969;-51.723275;1;1;;;;;101
72782876;43;4309803;430980305;43098030500;430980305000004P;0;1;99940000;TRES PINHEIROS;ESTRADA;;TRES PINHEIROS A IBIACA;0;SN;;;;;;;;;;;-28.129969;-51.723275;1;3;AGROPECUARIA;1;;;
72783658;43;4309803;430980315;43098031500;430980315000004P;0;3;99945000;SAGRADO MIGNONI;ESTRADA;SAGRADO;A LINHA MIGIMONI;0;SN;;;;;;;;;;;-28.194115;-51.738266;1;3;CASA;1;;;
72783658;43;4309803;430980315;43098031500;430980315000004P;0;3;99945000;SAGRADO MIGNONI;ESTRADA;SAGRADO;A LINHA MIGIMONI;0;SN;;;;;;;;;;;-28.194115;-51.738266;1;1;;;;;101
72783664;43;4309803;430980315;43098031500;430980315000004P;0;3;99945000;SAGRADO MIGNONI;ESTRADA;SAGRADO;A LINHA MIGIMONI;0;SN;;;;;;;;;;;-28.203878;-51.742345;1;3;CASA;1;;;
72783358;43;4309803;430980310;43098031000;430980310000002P;0;55;99943000;RIO TELHA;ESTRADA;;PULADOR RIO TELHA;0;SN;;;;;;;;;;;-28.121686;-51.869186;1;1;;;;;101
72783358;43;4309803;430980310;43098031000;430980310000002P;0;55;99943000;RIO TELHA;ESTRADA;;PULADOR RIO TELHA;0;SN;;;;;;;;;;;-28.121686;-51.869186;1;3;GRANJA;1;;;
72782995;43;4309803;430980305;43098030500;430980305000004P;0;13;99940000;BUTIA ALTO;ESTRADA;;LINHA MAITO A BUTIA ALTO;0;SN;;;;;;;;;;;-28.024872;-51.821411;1;1;;;;;101
72782995;43;4309803;430980305;43098030500;430980305000004P;0;13;99940000;BUTIA ALTO;ESTRADA;;LINHA MAITO A BUTIA ALTO;0;SN;;;;;;;;;;;-28.024872;-51.821411;1;3;PRODUCAO DE HORTALICAS FRUTAS PARA O PRO;1;;;
72782789;43;4309803;430980305;43098030500;430980305000003P;19;2;99940000;CENTRO;RUA;;SANANDUVA;497;;;;;;;;;;;;-28.057875;-51.857303;1;1;;;;;101
72782992;43;4309803;430980305;43098030500;430980305000004P;0;13;99940000;BUTIA ALTO;ESTRADA;;LINHA MAITO A BUTIA ALTO;0;SN;;;;;;;;;;;-28.027358;-51.817883;1;1;;;;;101
72782992;43;4309803;430980305;43098030500;430980305000004P;0;13;99940000;BUTIA ALTO;ESTRADA;;LINHA MAITO A BUTIA ALTO;0;SN;;;;;;;;;;;-28.027358;-51.817883;1;3;PRODUCAO DE GRAOS E LEITE;1;;;
72783692;43;4309803;430980315;43098031500;430980315000004P;0;3;99945000;SAGRADO MIGNONI;ESTRADA;SAGRADO;A LINHA MIGIMONI;0;SN;;;;;;;;;;;-28.184809;-51.760316;1;1;;;;;101
72783668;43;4309803;430980315;43098031500;430980315000004P;0;3;99945000;SAGRADO MIGNONI;ESTRADA;SAGRADO;A LINHA MIGIMONI;0;SN;;;;;;;;;;;-28.202822;-51.749496;1;3;CASA;1;;;
72783668;43;4309803;430980315;43098031500;430980315000004P;0;3;99945000;SAGRADO MIGNONI;ESTRADA;SAGRADO;A LINHA MIGIMONI;0;SN;;;;;;;;;;;-28.202822;-51.749496;1;1;;;;;101
108847284;43;4309803;430980305;43098030500;430980305000002P;14;1;99940000;CENTRO;RUA;;DO INTERVENTOR;38;;;;;;;;;;;;-28.058616;-51.852666;1;1;;;;;101
72783399;43;4309803;430980310;43098031000;430980310000002P;0;55;99943000;RIO TELHA;ESTRADA;;PULADOR RIO TELHA;0;SN;;;;;;;;;;;-28.111575;-51.836738;1;3;;1;;;
72783399;43;4309803;430980310;43098031000;430980310000002P;0;55;99943000;RIO TELHA;ESTRADA;;PULADOR RIO TELHA;0;SN;;;;;;;;;;;-28.111575;-51.836738;1;1;;;;;101
72783682;43;4309803;430980315;43098031500;430980315000004P;0;3;99945000;SAGRADO MIGNONI;ESTRADA;SAGRADO;A LINHA MIGIMONI;0;SN;;;;;;;;;;;-28.200440;-51.748626;1;1;;;;;101
208076227;43;4309803;430980315;43098031500;430980315000001P;3;5;99945000;VILA VITORIA;RUA;;A;0;SN;;;;;;;;;;;-28.177413;-51.759589;1;1;;;;;101
213451758;43;4309803;430980315;43098031500;430980315000004P;0;3;99945000;SAGRADO MIGNONI;ESTRADA;SAGRADO;A LINHA MIGIMONI;0;SN;;;;;;;;;;;-28.204153;-51.750912;1;1;;;;;101
113128750;43;4309803;430980310;43098031000;430980310000002P;0;55;99943000;RIO TELHA;ESTRADA;;PULADOR RIO TELHA;0;SN;;;;;;;;;;;-28.132976;-51.875590;1;1;;;;;101
113128750;43;4309803;430980310;43098031000;430980310000002P;0;55;99943000;RIO TELHA;ESTRADA;;PULADOR RIO TELHA;0;SN;;;;;;;;;;;-28.132976;-51.875590;1;3;;1;;;
72783002;43;4309803;430980305;43098030500;430980305000004P;0;13;99940000;BUTIA ALTO;ESTRADA;;LINHA MAITO A BUTIA ALTO;0;SN;;;;;;;;;;;-28.022470;-51.836703;1;6;SALAO COMUNITARIO;1;;;
72782032;43;4309803;430980305;43098030500;430980305000009P;26;1;99940000;CENTRO;RUA;;DOZE;0;SN;;;;;;;;;;;-28.049519;-51.853314;1;1;;;;;101
72782786;43;4309803;430980305;43098030500;430980305000003P;19;2;99940000;CENTRO;RUA;;SANANDUVA;0;SN;ANDAR;2;;;;;;;;;-28.057709;-51.857434;1;1;;;;;101
72782030;43;4309803;430980305;43098030500;430980305000009P;26;1;99940000;CENTRO;RUA;;DOZE;0;SN;;;;;;;;;;;-28.045326;-51.855444;1;1;;;;;101
72782037;43;4309803;430980305;43098030500;430980305000009P;26;4;99940000;CENTRO;RUA;;HONORIO GIRARDI BRAMBATTI;532;;;;;;;;;;;;-28.050295;-51.852812;1;1;;;;;101
224368365;43;4309803;430980305;43098030500;430980305000009P;26;4;99940000;CENTRO;RUA;;HONORIO GIRARDI BRAMBATTI;0;SN;;;;;;;;;;;-28.050620;-51.853082;1;1;;;;;101
72782784;43;4309803;430980305;43098030500;430980305000003P;19;2;99940000;CENTRO;RUA;;SANANDUVA;535;;;;;;;;;;;;-28.057753;-51.857586;1;1;;;;;101
72782035;43;4309803;430980305;43098030500;430980305000009P;26;4;99940000;CENTRO;RUA;;HONORIO GIRARDI BRAMBATTI;540;;;;;;;;;;;;-28.050279;-51.852907;1;1;;;;;101
213477589;43;4309803;430980305;43098030500;430980305000004P;0;13;99940000;BUTIA ALTO;ESTRADA;;LINHA MAITO A BUTIA ALTO;0;SN;;;;;;;;;;;-28.028277;-51.811548;1;1;;;;;101
208076231;43;4309803;430980315;43098031500;430980315000001P;3;5;99945000;VILA VITORIA;RUA;;A;0;SN;;;;;;;;;;;-28.177183;-51.759596;1;1;;;;;101
72782790;43;4309803;430980305;43098030500;430980305000003P;19;2;99940000;CENTRO;RUA;;SANANDUVA;489;;;;;;;;;;;;-28.057936;-51.857165;1;1;;;;;101
72783667;43;4309803;430980315;43098031500;430980315000004P;0;3;99945000;SAGRADO MIGNONI;ESTRADA;SAGRADO;A LINHA MIGIMONI;0;SN;;;;;;;;;;;-28.204210;-51.750904;1;3;CASA;1;;;
72783667;43;4309803;430980315;43098031500;430980315000004P;0;3;99945000;SAGRADO MIGNONI;ESTRADA;SAGRADO;A LINHA MIGIMONI;0;SN;;;;;;;;;;;-28.204210;-51.750904;1;1;;;;;101
72783676;43;4309803;430980315;43098031500;430980315000004P;0;3;99945000;SAGRADO MIGNONI;ESTRADA;SAGRADO;A LINHA MIGIMONI;0;SN;;;;;;;;;;;-28.183603;-51.737681;1;3;CASA;1;;;
72783676;43;4309803;430980315;43098031500;430980315000004P;0;3;99945000;SAGRADO MIGNONI;ESTRADA;SAGRADO;A LINHA MIGIMONI;0;SN;;;;;;;;;;;-28.183603;-51.737681;1;1;;;;;101
72782447;43;4309803;430980305;43098030500;430980305000002P;14;1;99940000;CENTRO;RUA;;DO INTERVENTOR;22;;;;;;;;;;;;-28.058677;-51.852406;1;1;;;;;101
72782788;43;4309803;430980305;43098030500;430980305000003P;19;2;99940000;CENTRO;RUA;;SANANDUVA;511;;;;;;;;;;;;-28.057841;-51.857366;1;1;;;;;101
72783657;43;4309803;430980315;43098031500;430980315000004P;0;3;99945000;SAGRADO MIGNONI;ESTRADA;SAGRADO;A LINHA MIGIMONI;0;SN;;;;;;;;;;;-28.178521;-51.733918;1;3;;1;;;
72783657;43;4309803;430980315;43098031500;430980315000004P;0;3;99945000;SAGRADO MIGNONI;ESTRADA;SAGRADO;A LINHA MIGIMONI;0;SN;;;;;;;;;;;-28.178521;-51.733918;1;1;;;;;101
72783686;43;4309803;430980315;43098031500;430980315000004P;0;3;99945000;SAGRADO MIGNONI;ESTRADA;SAGRADO;A LINHA MIGIMONI;0;SN;;;;;;;;;;;-28.194883;-51.753193;1;1;;;;;101
213451757;43;4309803;430980315;43098031500;430980315000004P;0;3;99945000;SAGRADO MIGNONI;ESTRADA;SAGRADO;A LINHA MIGIMONI;0;SN;;;;;;;;;;;-28.200410;-51.749584;1;1;;;;;101
72783679;43;4309803;430980315;43098031500;430980315000004P;0;3;99945000;SAGRADO MIGNONI;ESTRADA;SAGRADO;A LINHA MIGIMONI;0;SN;;;;;;;;;;;-28.185101;-51.741563;1;3;CASA;1;;;
72783679;43;4309803;430980315;43098031500;430980315000004P;0;3;99945000;SAGRADO MIGNONI;ESTRADA;SAGRADO;A LINHA MIGIMONI;0;SN;;;;;;;;;;;-28.185101;-51.741563;1;1;;;;;101
224368338;43;4309803;430980305;43098030500;430980305000009P;26;1;99940000;CENTRO;RUA;;DOZE;0;SN;;;;;;;;;;;-28.046176;-51.854469;1;1;;;;;101
72782446;43;4309803;430980305;43098030500;430980305000002P;14;1;99940000;CENTRO;RUA;;DO INTERVENTOR;0;SN;;;;;;;;;;;-28.058621;-51.852524;1;6;ARMAZEN;1;;;
72781894;43;4309803;430980305;43098030500;430980305000008P;16;2;99940000;CENTRO;RUA;;VIRGINIO BASSO;212;;;;;;;;;;;;-28.054341;-51.863096;1;1;;;;;101
208814187;43;4309803;430980305;43098030500;430980305000008P;14;2;99940000;CENTRO;RUA;;VIRGINIO BASSO;269;;;;;;;;;;;;-28.054949;-51.863392;1;1;;;;;101
224559770;43;4309803;430980305;43098030500;430980305000002P;9;3;99940000;CENTRO;RUA;MARECHAL;DEODORO DA FONSECA;0;SN;;;;;;;;;;;-28.059553;-51.856021;1;7;;;1;1;
108847295;43;4309803;430980305;43098030500;430980305000002P;18;1;99940000;CENTRO;RUA;;DO INTERVENTOR;166;;;;;;;;;;;;-28.058193;-51.853860;1;1;;;;;101
72782481;43;4309803;430980305;43098030500;430980305000002P;18;1;99940000;CENTRO;RUA;;DO INTERVENTOR;148;;FUNDOS;;;;;;;;;;-28.058391;-51.853634;1;1;;;;;101
72781773;43;4309803;430980305;43098030500;430980305000008P;14;2;99940000;CENTRO;RUA;;VIRGINIO BASSO;275;;;;;;;;;;;;-28.054893;-51.863696;1;1;;;;;101
72782349;43;4309803;430980305;43098030500;430980305000002P;9;3;99940000;CENTRO;RUA;MARECHAL;DEODORO DA FONSECA;275;;;;;;;;;;;;-28.059745;-51.855486;1;1;;;;;101
72782350;43;4309803;430980305;43098030500;430980305000002P;9;3;99940000;CENTRO;RUA;MARECHAL;DEODORO DA FONSECA;0;SN;;;;;;;;;;;-28.059589;-51.855987;1;1;;;;;101
72783098;43;4309803;430980305;43098030500;430980305000005P;0;61;99940000;CAMPINAS;ESTRADA;;DIVINO A CAMPINAS;0;SN;;;;;;;;;;;-28.109083;-51.897875;1;1;;;;;101
72783098;43;4309803;430980305;43098030500;430980305000005P;0;61;99940000;CAMPINAS;ESTRADA;;DIVINO A CAMPINAS;0;SN;;;;;;;;;;;-28.109083;-51.897875;1;3;AGRICULTURA E LEITE;1;;;
72783100;43;4309803;430980305;43098030500;430980305000005P;0;61;99940000;CAMPINAS;ESTRADA;;DIVINO A CAMPINAS;0;SN;;;;;;;;;;;-28.102129;-51.892461;1;1;;;;;101
72783100;43;4309803;430980305;43098030500;430980305000005P;0;61;99940000;CAMPINAS;ESTRADA;;DIVINO A CAMPINAS;0;SN;;;;;;;;;;;-28.102129;-51.892461;1;3;;1;;;
72783101;43;4309803;430980305;43098030500;430980305000005P;0;61;99940000;CAMPINAS;ESTRADA;;DIVINO A CAMPINAS;0;SN;;;;;;;;;;;-28.088720;-51.889633;1;1;;;;;101
72783101;43;4309803;430980305;43098030500;430980305000005P;0;61;99940000;CAMPINAS;ESTRADA;;DIVINO A CAMPINAS;0;SN;;;;;;;;;;;-28.088720;-51.889633;1;3;AGRICULTURA;1;;;
72783092;43;4309803;430980305;43098030500;430980305000005P;0;61;99940000;CAMPINAS;ESTRADA;;DIVINO A CAMPINAS;0;SN;;;;;;;;;;;-28.103404;-51.874647;1;1;;;;;101
